Step(s),Voltage(V),Current_inv(A),SOC_true(%)
48097,3.2062,-156.7352,45.2295
48098,3.2062,-156.7344,45.2282
48099,3.2061,-156.7365,45.2269
48100,3.2061,-156.7373,45.2256
48101,3.2061,-156.738,45.2243
48102,3.206,-156.7502,45.223
48103,3.206,-156.7529,45.2217
48104,3.2059,-156.7463,45.2204
48105,3.2059,-156.751,45.2191
48106,3.2058,-156.7512,45.2178
48107,3.2058,-156.7516,45.2165
48108,3.2057,-156.7606,45.2152
48109,3.2057,-156.7628,45.2139
48110,3.2056,-156.763,45.2126
48111,3.2056,-156.7617,45.2113
48112,3.2056,-156.7619,45.21
48113,3.2055,-156.7615,45.2087
48114,3.2055,-156.7772,45.2074
48115,3.2054,-156.7777,45.2061
48116,3.2054,-156.7769,45.2048
48117,3.2053,-156.7767,45.2035
48118,3.2053,-156.7742,45.2022
48119,3.2052,-156.773,45.2009
48120,3.2052,-156.7735,45.1995
48121,3.2052,-156.7893,45.1982
48122,3.2051,-156.7882,45.1969
48123,3.2051,-156.787,45.1956
48124,3.205,-156.7837,45.1943
48125,3.205,-156.7861,45.193
48126,3.205,-156.7993,45.1917
48127,3.2049,-156.7997,45.1904
48128,3.2049,-156.8039,45.1891
48129,3.2048,-156.8035,45.1878
48130,3.2048,-156.806,45.1865
48131,3.2047,-156.8007,45.1852
48132,3.2047,-156.8013,45.1839
48133,3.2047,-156.8134,45.1826
48134,3.2046,-156.8163,45.1813
48135,3.2046,-156.8142,45.18
48136,3.2045,-156.8213,45.1787
48137,3.2045,-156.8181,45.1774
48138,3.2045,-156.8216,45.1761
48139,3.2044,-156.8253,45.1748
48140,3.2044,-156.8269,45.1735
48141,3.2043,-156.8292,45.1722
48142,3.2043,-156.8249,45.1709
48143,3.2042,-156.8286,45.1696
48144,3.2042,-156.8277,45.1683
48145,3.2041,-156.827,45.167
48146,3.2041,-156.8399,45.1657
48147,3.2041,-156.8408,45.1644
48148,3.2041,-156.8421,45.1631
48149,3.204,-156.8439,45.1618
48150,3.204,-156.8377,45.1605
48151,3.2039,-156.8399,45.1592
48152,3.2039,-156.8407,45.1578
48153,3.2038,-156.8498,45.1565
48154,3.2038,-156.8495,45.1552
48155,3.2038,-156.848,45.1539
48156,3.2037,-156.8528,45.1526
48157,3.2037,-156.8532,45.1513
48158,3.2036,-156.8544,45.15
48159,3.2036,-156.8494,45.1487
48160,3.2036,-156.863,45.1474
48161,3.2035,-156.8682,45.1461
48162,3.2034,-156.866,45.1448
48163,3.2034,-156.868,45.1435
48164,3.2034,-156.8657,45.1422
48165,3.2033,-156.8775,45.1409
48166,3.2033,-156.8836,45.1396
48167,3.2033,-156.8867,45.1383
48168,3.2032,-156.8819,45.137
48169,3.2032,-156.8795,45.1357
48170,3.2032,-156.88,45.1344
48171,3.2032,-156.8787,45.1331
48172,3.2031,-156.8768,45.1318
48173,3.203,-156.8878,45.1305
48174,3.2031,-156.8896,45.1292
48175,3.203,-156.8921,45.1279
48176,3.203,-156.8926,45.1266
48177,3.2029,-156.8923,45.1253
48178,3.2029,-156.8869,45.124
48179,3.2029,-156.892,45.1226
48180,3.2028,-156.8884,45.1213
48181,3.2028,-156.9045,45.12
48182,3.2027,-156.9069,45.1187
48183,3.2027,-156.9084,45.1174
48184,3.2027,-156.909,45.1161
48185,3.2027,-156.9082,45.1148
48186,3.2026,-156.9083,45.1135
48187,3.2026,-156.9071,45.1122
48188,3.2025,-156.922,45.1109
48189,3.2025,-156.9245,45.1096
48190,3.2025,-156.9191,45.1083
48191,3.2024,-156.9239,45.107
48192,3.2024,-156.9207,45.1057
48193,3.2023,-156.9234,45.1044
48194,3.2023,-156.918,45.1031
48195,3.2023,-156.9311,45.1018
48196,3.2022,-156.9324,45.1005
48197,3.2022,-156.9314,45.0992
48198,3.2022,-156.9277,45.0979
48199,3.2021,-156.9321,45.0966
48200,3.2021,-156.9317,45.0953
48201,3.2021,-156.9323,45.094
48202,3.202,-156.9299,45.0927
48203,3.202,-156.945,45.0914
48204,3.202,-156.9459,45.09
48205,3.202,-156.9465,45.0887
48206,3.2019,-156.9491,45.0874
48207,3.2019,-156.9462,45.0861
48208,3.2019,-156.9481,45.0848
48209,3.2018,-156.9478,45.0835
48210,3.2018,-156.9463,45.0822
48211,3.2017,-156.958,45.0809
48212,3.2017,-156.9582,45.0796
48213,3.2017,-156.9579,45.0783
48214,3.2016,-156.9588,45.077
48215,3.2016,-156.9527,45.0757
48216,3.2016,-156.9558,45.0744
48217,3.2015,-156.9547,45.0731
48218,3.2015,-156.9544,45.0718
48219,3.2015,-156.972,45.0705
48220,3.2014,-156.9694,45.0692
48221,3.2014,-156.9712,45.0679
48222,3.2014,-156.9716,45.0666
48223,3.2014,-156.97,45.0653
48224,3.2013,-156.971,45.064
48225,3.2013,-156.9701,45.0627
48226,3.2013,-156.9716,45.0614
48227,3.2012,-156.9851,45.06
48228,3.2012,-156.9899,45.0587
48229,3.2011,-156.9874,45.0574
48230,3.2011,-156.9895,45.0561
48231,3.2011,-156.9863,45.0548
48232,3.201,-156.9833,45.0535
48233,3.201,-156.9873,45.0522
48234,3.201,-156.9859,45.0509
48235,3.2009,-156.9978,45.0496
48236,3.2009,-156.9943,45.0483
48237,3.2009,-156.9935,45.047
48238,3.2009,-156.9946,45.0457
48239,3.2008,-156.9962,45.0444
48240,3.2008,-156.9951,45.0431
48241,3.2008,-156.9976,45.0418
48242,3.2008,-156.9942,45.0405
48243,3.2007,-156.992,45.0392
48244,3.2007,-157.0087,45.0379
48245,3.2007,-157.0084,45.0366
48246,3.2006,-157.0094,45.0353
48247,3.2006,-157.0086,45.034
48248,3.2006,-157.0089,45.0327
48249,3.2005,-157.0111,45.0313
48250,3.2005,-157.0131,45.03
48251,3.2004,-157.0095,45.0287
48252,3.2004,-157.0185,45.0274
48253,3.2004,-157.0235,45.0261
48254,3.2004,-157.0224,45.0248
48255,3.2003,-157.0167,45.0235
48256,3.2003,-157.0191,45.0222
48257,3.2003,-157.0201,45.0209
48258,3.2003,-157.0223,45.0196
48259,3.2002,-157.0217,45.0183
48260,3.2002,-157.0202,45.017
48261,3.2002,-157.0349,45.0157
48262,3.2002,-157.0365,45.0144
48263,3.2001,-157.0367,45.0131
48264,3.2001,-157.0348,45.0118
48265,3.2001,-157.0363,45.0105
48266,3.2,-157.0344,45.0092
48267,3.2,-157.0353,45.0079
48268,3.1999,-157.0339,45.0066
48269,3.1999,-157.0337,45.0052
48270,3.1999,-157.0515,45.0039
48271,3.1999,-157.0527,45.0026
48272,3.1999,-157.0493,45.0013
48273,3.1998,-157.0491,45
48274,3.1998,-157.0538,44.9987
48275,3.1997,-157.0496,44.9974
48276,3.1997,-157.0501,44.9961
48277,3.1997,-157.0492,44.9948
48278,3.1997,-157.0463,44.9935
48279,3.1996,-157.0579,44.9922
48280,3.1996,-157.0612,44.9909
48281,3.1996,-157.0655,44.9896
48282,3.1995,-157.0583,44.9883
48283,3.1995,-157.0583,44.987
48284,3.1995,-157.0637,44.9857
48285,3.1994,-157.059,44.9844
48286,3.1994,-157.0599,44.9831
48287,3.1994,-157.059,44.9818
48288,3.1994,-157.0601,44.9804
48289,3.1994,-157.0737,44.9791
48290,3.1993,-157.0767,44.9778
48291,3.1993,-157.077,44.9765
48292,3.1993,-157.0715,44.9752
48293,3.1992,-157.0736,44.9739
48294,3.1992,-157.0741,44.9726
48295,3.1992,-157.0769,44.9713
48296,3.1992,-157.0768,44.97
48297,3.1992,-157.0731,44.9687
48298,3.1991,-157.0737,44.9674
48299,3.1991,-157.0901,44.9661
48300,3.199,-157.0913,44.9648
48301,3.199,-157.0953,44.9635
48302,3.199,-157.0872,44.9622
48303,3.199,-157.0892,44.9609
48304,3.1989,-157.0904,44.9596
48305,3.1989,-157.0905,44.9583
48306,3.1989,-157.0884,44.957
48307,3.1989,-157.0892,44.9556
48308,3.1989,-157.0892,44.9543
48309,3.1988,-157.09,44.953
48310,3.1988,-157.0995,44.9517
48311,3.1987,-157.1,44.9504
48312,3.1987,-157.1009,44.9491
48313,3.1987,-157.1005,44.9478
48314,3.1987,-157.1057,44.9465
48315,3.1987,-157.0988,44.9452
48316,3.1986,-157.1007,44.9439
48317,3.1986,-157.1001,44.9426
48318,3.1986,-157.1008,44.9413
48319,3.1986,-157.0977,44.94
48320,3.1985,-157.1155,44.9387
48321,3.1985,-157.1155,44.9374
48322,3.1985,-157.1142,44.9361
48323,3.1985,-157.1152,44.9348
48324,3.1984,-157.1155,44.9335
48325,3.1984,-157.1104,44.9321
48326,3.1984,-157.1171,44.9308
48327,3.1984,-157.1164,44.9295
48328,3.1983,-157.1143,44.9282
48329,3.1983,-157.1102,44.9269
48330,3.1983,-157.1257,44.9256
48331,3.1983,-157.124,44.9243
48332,3.1982,-157.1243,44.923
48333,3.1982,-157.1261,44.9217
48334,3.1982,-157.1282,44.9204
48335,3.1982,-157.1216,44.9191
48336,3.1982,-157.1246,44.9178
48337,3.1981,-157.126,44.9165
48338,3.1981,-157.1236,44.9152
48339,3.1981,-157.1265,44.9139
48340,3.1981,-157.1251,44.9126
48341,3.198,-157.1389,44.9113
48342,3.198,-157.1397,44.91
48343,3.198,-157.1368,44.9086
48344,3.198,-157.1416,44.9073
48345,3.1979,-157.1399,44.906
48346,3.1979,-157.142,44.9047
48347,3.1979,-157.1419,44.9034
48348,3.1978,-157.1425,44.9021
48349,3.1979,-157.1442,44.9008
48350,3.1978,-157.144,44.8995
48351,3.1978,-157.1559,44.8982
48352,3.1978,-157.1552,44.8969
48353,3.1978,-157.154,44.8956
48354,3.1978,-157.1552,44.8943
48355,3.1977,-157.1546,44.893
48356,3.1977,-157.1504,44.8917
48357,3.1976,-157.1536,44.8904
48358,3.1976,-157.1539,44.8891
48359,3.1976,-157.1544,44.8877
48360,3.1975,-157.1546,44.8864
48361,3.1975,-157.1528,44.8851
48362,3.1975,-157.1526,44.8838
48363,3.1975,-157.1629,44.8825
48364,3.1975,-157.1639,44.8812
48365,3.1975,-157.1642,44.8799
48366,3.1975,-157.1647,44.8786
48367,3.1974,-157.1645,44.8773
48368,3.1974,-157.169,44.876
48369,3.1974,-157.1616,44.8747
48370,3.1973,-157.1636,44.8734
48371,3.1974,-157.1669,44.8721
48372,3.1973,-157.1657,44.8708
48373,3.1973,-157.1652,44.8695
48374,3.1973,-157.1638,44.8682
48375,3.1973,-157.1823,44.8669
48376,3.1973,-157.1833,44.8655
48377,3.1972,-157.1775,44.8642
48378,3.1972,-157.1785,44.8629
48379,3.1972,-157.1756,44.8616
48380,3.1971,-157.1781,44.8603
48381,3.1971,-157.1802,44.859
48382,3.1971,-157.1796,44.8577
48383,3.1971,-157.1813,44.8564
48384,3.197,-157.1813,44.8551
48385,3.1971,-157.1828,44.8538
48386,3.197,-157.1935,44.8525
48387,3.197,-157.1934,44.8512
48388,3.197,-157.1904,44.8499
48389,3.1969,-157.1927,44.8486
48390,3.1969,-157.1879,44.8473
48391,3.1969,-157.1908,44.846
48392,3.1969,-157.1916,44.8446
48393,3.1969,-157.1886,44.8433
48394,3.1968,-157.189,44.842
48395,3.1968,-157.187,44.8407
48396,3.1968,-157.1869,44.8394
48397,3.1968,-157.1876,44.8381
48398,3.1968,-157.1885,44.8368
48399,3.1968,-157.1993,44.8355
48400,3.1967,-157.2078,44.8342
48401,3.1967,-157.205,44.8329
48402,3.1967,-157.2021,44.8316
48403,3.1966,-157.2047,44.8303
48404,3.1967,-157.2011,44.829
48405,3.1966,-157.2035,44.8277
48406,3.1966,-157.2041,44.8264
48407,3.1966,-157.2035,44.8251
48408,3.1966,-157.2042,44.8237
48409,3.1966,-157.2061,44.8224
48410,3.1965,-157.206,44.8211
48411,3.1965,-157.2138,44.8198
48412,3.1965,-157.2123,44.8185
48413,3.1964,-157.2151,44.8172
48414,3.1964,-157.2123,44.8159
48415,3.1964,-157.2123,44.8146
48416,3.1964,-157.2182,44.8133
48417,3.1964,-157.2102,44.812
48418,3.1963,-157.21,44.8107
48419,3.1963,-157.2161,44.8094
48420,3.1963,-157.215,44.8081
48421,3.1963,-157.2132,44.8068
48422,3.1962,-157.2106,44.8055
48423,3.1962,-157.2089,44.8041
48424,3.1962,-157.2131,44.8028
48425,3.1962,-157.2273,44.8015
48426,3.1962,-157.2285,44.8002
48427,3.1961,-157.2287,44.7989
48428,3.1961,-157.2258,44.7976
48429,3.1961,-157.2276,44.7963
48430,3.1961,-157.2273,44.795
48431,3.1961,-157.2241,44.7937
48432,3.1961,-157.2276,44.7924
48433,3.196,-157.2298,44.7911
48434,3.196,-157.2253,44.7898
48435,3.196,-157.2282,44.7885
48436,3.196,-157.2265,44.7872
48437,3.196,-157.2297,44.7859
48438,3.196,-157.2283,44.7846
48439,3.1959,-157.2444,44.7832
48440,3.1959,-157.2452,44.7819
48441,3.1959,-157.2452,44.7806
48442,3.1959,-157.2474,44.7793
48443,3.1958,-157.2443,44.778
48444,3.1959,-157.2431,44.7767
48445,3.1958,-157.2443,44.7754
48446,3.1958,-157.2413,44.7741
48447,3.1958,-157.2454,44.7728
48448,3.1957,-157.2444,44.7715
48449,3.1958,-157.2469,44.7702
48450,3.1957,-157.2398,44.7689
48451,3.1957,-157.2523,44.7676
48452,3.1957,-157.2545,44.7663
48453,3.1956,-157.2492,44.7649
48454,3.1956,-157.251,44.7636
48455,3.1956,-157.2503,44.7623
48456,3.1956,-157.2504,44.761
48457,3.1956,-157.2491,44.7597
48458,3.1956,-157.2537,44.7584
48459,3.1956,-157.256,44.7571
48460,3.1956,-157.2549,44.7558
48461,3.1955,-157.2545,44.7545
48462,3.1955,-157.254,44.7532
48463,3.1955,-157.2553,44.7519
48464,3.1955,-157.2536,44.7506
48465,3.1955,-157.2542,44.7493
48466,3.1955,-157.2557,44.748
48467,3.1954,-157.2683,44.7467
48468,3.1954,-157.2682,44.7453
48469,3.1954,-157.2693,44.744
48470,3.1954,-157.2673,44.7427
48471,3.1954,-157.2684,44.7414
48472,3.1953,-157.2718,44.7401
48473,3.1953,-157.2675,44.7388
48474,3.1953,-157.2669,44.7375
48475,3.1953,-157.2702,44.7362
48476,3.1952,-157.2674,44.7349
48477,3.1953,-157.2701,44.7336
48478,3.1952,-157.2682,44.7323
48479,3.1952,-157.2706,44.731
48480,3.1952,-157.2686,44.7297
48481,3.1952,-157.2667,44.7284
48482,3.1952,-157.2714,44.7271
48483,3.1951,-157.284,44.7257
48484,3.1951,-157.2819,44.7244
48485,3.1951,-157.2807,44.7231
48486,3.1951,-157.2819,44.7218
48487,3.1951,-157.2842,44.7205
48488,3.1951,-157.2821,44.7192
48489,3.1951,-157.2846,44.7179
48490,3.1951,-157.2815,44.7166
48491,3.195,-157.2841,44.7153
48492,3.195,-157.2795,44.714
48493,3.195,-157.2794,44.7127
48494,3.195,-157.282,44.7114
48495,3.195,-157.2845,44.7101
48496,3.195,-157.2826,44.7088
48497,3.1949,-157.2935,44.7074
48498,3.1949,-157.2913,44.7061
48499,3.1949,-157.2936,44.7048
48500,3.1948,-157.2908,44.7035
48501,3.1949,-157.294,44.7022
48502,3.1948,-157.2938,44.7009
48503,3.1948,-157.2924,44.6996
48504,3.1948,-157.2956,44.6983
48505,3.1948,-157.2943,44.697
48506,3.1948,-157.2934,44.6957
48507,3.1947,-157.2971,44.6944
48508,3.1947,-157.293,44.6931
48509,3.1947,-157.2935,44.6918
48510,3.1947,-157.2933,44.6905
48511,3.1947,-157.296,44.6891
48512,3.1947,-157.2948,44.6878
48513,3.1947,-157.299,44.6865
48514,3.1947,-157.2891,44.6852
48515,3.1946,-157.309,44.6839
48516,3.1946,-157.3097,44.6826
48517,3.1946,-157.3097,44.6813
48518,3.1946,-157.3078,44.68
48519,3.1946,-157.3072,44.6787
48520,3.1946,-157.308,44.6774
48521,3.1945,-157.308,44.6761
48522,3.1945,-157.309,44.6748
48523,3.1945,-157.308,44.6735
48524,3.1945,-157.31,44.6722
48525,3.1944,-157.307,44.6708
48526,3.1944,-157.3074,44.6695
48527,3.1944,-157.306,44.6682
48528,3.1944,-157.3076,44.6669
48529,3.1944,-157.3099,44.6656
48530,3.1944,-157.3182,44.6643
48531,3.1944,-157.3206,44.663
48532,3.1943,-157.3252,44.6617
48533,3.1943,-157.323,44.6604
48534,3.1943,-157.3259,44.6591
48535,3.1943,-157.3204,44.6578
48536,3.1943,-157.3241,44.6565
48537,3.1943,-157.3221,44.6552
48538,3.1943,-157.3231,44.6538
48539,3.1942,-157.326,44.6525
48540,3.1942,-157.3206,44.6512
48541,3.1942,-157.3256,44.6499
48542,3.1942,-157.3241,44.6486
48543,3.1942,-157.3247,44.6473
48544,3.1942,-157.3225,44.646
48545,3.1941,-157.3197,44.6447
48546,3.1941,-157.3183,44.6434
48547,3.1941,-157.3333,44.6421
48548,3.1941,-157.3344,44.6408
48549,3.1941,-157.3367,44.6395
48550,3.194,-157.3342,44.6382
48551,3.194,-157.3316,44.6369
48552,3.1941,-157.3339,44.6355
48553,3.194,-157.3339,44.6342
48554,3.194,-157.3296,44.6329
48555,3.194,-157.3345,44.6316
48556,3.194,-157.332,44.6303
48557,3.1939,-157.3355,44.629
48558,3.1939,-157.3316,44.6277
48559,3.1939,-157.3345,44.6264
48560,3.1939,-157.3317,44.6251
48561,3.1939,-157.333,44.6238
48562,3.1939,-157.3316,44.6225
48563,3.1939,-157.3323,44.6212
48564,3.1939,-157.3335,44.6199
48565,3.1938,-157.3326,44.6185
48566,3.1938,-157.3466,44.6172
48567,3.1938,-157.3501,44.6159
48568,3.1938,-157.3531,44.6146
48569,3.1938,-157.3502,44.6133
48570,3.1938,-157.3512,44.612
48571,3.1938,-157.3514,44.6107
48572,3.1937,-157.3494,44.6094
48573,3.1937,-157.3497,44.6081
48574,3.1937,-157.3451,44.6068
48575,3.1937,-157.3538,44.6055
48576,3.1937,-157.3458,44.6042
48577,3.1937,-157.3483,44.6029
48578,3.1937,-157.3497,44.6015
48579,3.1936,-157.3517,44.6002
48580,3.1936,-157.3482,44.5989
48581,3.1936,-157.3524,44.5976
48582,3.1936,-157.3492,44.5963
48583,3.1936,-157.3486,44.595
48584,3.1936,-157.3515,44.5937
48585,3.1936,-157.3491,44.5924
48586,3.1936,-157.3548,44.5911
48587,3.1935,-157.3605,44.5898
48588,3.1935,-157.3589,44.5885
48589,3.1935,-157.3598,44.5872
48590,3.1935,-157.356,44.5859
48591,3.1935,-157.3585,44.5846
48592,3.1935,-157.3596,44.5832
48593,3.1935,-157.3596,44.5819
48594,3.1935,-157.36,44.5806
48595,3.1934,-157.3593,44.5793
48596,3.1934,-157.3622,44.578
48597,3.1934,-157.3557,44.5767
48598,3.1934,-157.3623,44.5754
48599,3.1934,-157.3583,44.5741
48600,3.1934,-157.3588,44.5728
48601,3.1933,-157.3583,44.5715
48602,3.1933,-157.3587,44.5702
48603,3.1933,-157.3585,44.5689
48604,3.1933,-157.3583,44.5676
48605,3.1933,-157.3583,44.5662
48606,3.1933,-157.3579,44.5649
48607,3.1933,-157.3762,44.5636
48608,3.1933,-157.3735,44.5623
48609,3.1933,-157.3705,44.561
48610,3.1932,-157.3736,44.5597
48611,3.1932,-157.3721,44.5584
48612,3.1932,-157.3689,44.5571
48613,3.1932,-157.3729,44.5558
48614,3.1932,-157.371,44.5545
48615,3.1932,-157.3703,44.5532
48616,3.1932,-157.3736,44.5519
48617,3.1931,-157.3746,44.5505
48618,3.1931,-157.3716,44.5492
48619,3.1931,-157.3712,44.5479
48620,3.1931,-157.3711,44.5466
48621,3.1931,-157.374,44.5453
48622,3.1931,-157.3752,44.544
48623,3.1931,-157.3736,44.5427
48624,3.1931,-157.3739,44.5414
48625,3.1931,-157.3751,44.5401
48626,3.193,-157.3853,44.5388
48627,3.193,-157.3882,44.5375
48628,3.193,-157.3905,44.5362
48629,3.193,-157.3918,44.5349
48630,3.193,-157.3892,44.5335
48631,3.1929,-157.3898,44.5322
48632,3.193,-157.3913,44.5309
48633,3.1929,-157.3883,44.5296
48634,3.1929,-157.389,44.5283
48635,3.1929,-157.3916,44.527
48636,3.1929,-157.3927,44.5257
48637,3.1929,-157.3835,44.5244
48638,3.1929,-157.3854,44.5231
48639,3.1929,-157.3897,44.5218
48640,3.1929,-157.3911,44.5205
48641,3.1929,-157.3871,44.5192
48642,3.1928,-157.3896,44.5179
48643,3.1928,-157.3861,44.5165
48644,3.1928,-157.3913,44.5152
48645,3.1928,-157.3889,44.5139
48646,3.1928,-157.3888,44.5126
48647,3.1928,-157.3974,44.5113
48648,3.1927,-157.3987,44.51
48649,3.1927,-157.3961,44.5087
48650,3.1927,-157.3991,44.5074
48651,3.1927,-157.4005,44.5061
48652,3.1927,-157.3993,44.5048
48653,3.1927,-157.3967,44.5035
48654,3.1927,-157.3966,44.5022
48655,3.1927,-157.3973,44.5008
48656,3.1927,-157.4007,44.4995
48657,3.1927,-157.3989,44.4982
48658,3.1927,-157.3983,44.4969
48659,3.1926,-157.3998,44.4956
48660,3.1926,-157.3978,44.4943
48661,3.1926,-157.3947,44.493
48662,3.1926,-157.3978,44.4917
48663,3.1926,-157.3996,44.4904
48664,3.1926,-157.3971,44.4891
48665,3.1925,-157.4018,44.4878
48666,3.1925,-157.3992,44.4865
48667,3.1925,-157.4014,44.4852
48668,3.1925,-157.3959,44.4838
48669,3.1925,-157.4115,44.4825
48670,3.1925,-157.4154,44.4812
48671,3.1925,-157.4124,44.4799
48672,3.1925,-157.4128,44.4786
48673,3.1924,-157.4134,44.4773
48674,3.1924,-157.413,44.476
48675,3.1925,-157.4145,44.4747
48676,3.1924,-157.415,44.4734
48677,3.1924,-157.411,44.4721
48678,3.1924,-157.4121,44.4708
48679,3.1924,-157.4124,44.4695
48680,3.1924,-157.4126,44.4681
48681,3.1924,-157.4107,44.4668
48682,3.1924,-157.4143,44.4655
48683,3.1924,-157.4176,44.4642
48684,3.1924,-157.4145,44.4629
48685,3.1923,-157.416,44.4616
48686,3.1923,-157.4112,44.4603
48687,3.1923,-157.4132,44.459
48688,3.1923,-157.4147,44.4577
48689,3.1923,-157.4145,44.4564
48690,3.1923,-157.4108,44.4551
48691,3.1922,-157.4139,44.4538
48692,3.1922,-157.4228,44.4525
48693,3.1923,-157.4245,44.4511
48694,3.1922,-157.4245,44.4498
48695,3.1922,-157.4183,44.4485
48696,3.1922,-157.4243,44.4472
48697,3.1922,-157.4201,44.4459
48698,3.1922,-157.4217,44.4446
48699,3.1922,-157.4184,44.4433
48700,3.1922,-157.4237,44.442
48701,3.1921,-157.4197,44.4407
48702,3.1921,-157.4252,44.4394
48703,3.1921,-157.4226,44.4381
48704,3.1921,-157.4244,44.4368
48705,3.1921,-157.4251,44.4354
48706,3.1921,-157.4215,44.4341
48707,3.1921,-157.423,44.4328
48708,3.1921,-157.4246,44.4315
48709,3.192,-157.4232,44.4302
48710,3.1921,-157.4237,44.4289
48711,3.192,-157.4229,44.4276
48712,3.192,-157.4212,44.4263
48713,3.192,-157.4232,44.425
48714,3.192,-157.4237,44.4237
48715,3.192,-157.4243,44.4224
48716,3.192,-157.4326,44.4211
48717,3.192,-157.4376,44.4197
48718,3.1919,-157.4392,44.4184
48719,3.1919,-157.4375,44.4171
48720,3.1919,-157.4347,44.4158
48721,3.1919,-157.4389,44.4145
48722,3.1919,-157.4396,44.4132
48723,3.1919,-157.4412,44.4119
48724,3.1919,-157.4377,44.4106
48725,3.1919,-157.4351,44.4093
48726,3.1919,-157.4374,44.408
48727,3.1919,-157.4384,44.4067
48728,3.1919,-157.4381,44.4054
48729,3.1919,-157.4352,44.404
48730,3.1919,-157.4409,44.4027
48731,3.1918,-157.4363,44.4014
48732,3.1918,-157.4367,44.4001
48733,3.1918,-157.4378,44.3988
48734,3.1918,-157.4368,44.3975
48735,3.1918,-157.4386,44.3962
48736,3.1917,-157.4375,44.3949
48737,3.1917,-157.4376,44.3936
48738,3.1917,-157.4363,44.3923
48739,3.1917,-157.436,44.391
48740,3.1917,-157.4391,44.3897
48741,3.1918,-157.454,44.3883
48742,3.1917,-157.452,44.387
48743,3.1917,-157.4502,44.3857
48744,3.1917,-157.4522,44.3844
48745,3.1917,-157.4504,44.3831
48746,3.1916,-157.4527,44.3818
48747,3.1917,-157.4485,44.3805
48748,3.1917,-157.4519,44.3792
48749,3.1917,-157.4556,44.3779
48750,3.1916,-157.4496,44.3766
48751,3.1916,-157.4518,44.3753
48752,3.1916,-157.4525,44.374
48753,3.1916,-157.4543,44.3726
48754,3.1916,-157.4494,44.3713
48755,3.1915,-157.4515,44.37
48756,3.1916,-157.4545,44.3687
48757,3.1915,-157.4516,44.3674
48758,3.1916,-157.4514,44.3661
48759,3.1915,-157.4509,44.3648
48760,3.1915,-157.4512,44.3635
48761,3.1915,-157.4518,44.3622
48762,3.1915,-157.4545,44.3609
48763,3.1915,-157.4523,44.3596
48764,3.1915,-157.4514,44.3583
48765,3.1915,-157.4491,44.3569
48766,3.1915,-157.4481,44.3556
48767,3.1915,-157.4541,44.3543
48768,3.1915,-157.4504,44.353
48769,3.1915,-157.4593,44.3517
48770,3.1914,-157.4621,44.3504
48771,3.1914,-157.46,44.3491
48772,3.1914,-157.4595,44.3478
48773,3.1914,-157.4622,44.3465
48774,3.1914,-157.4613,44.3452
48775,3.1914,-157.4594,44.3439
48776,3.1914,-157.4624,44.3425
48777,3.1914,-157.4624,44.3412
48778,3.1913,-157.4608,44.3399
48779,3.1914,-157.464,44.3386
48780,3.1914,-157.4656,44.3373
48781,3.1914,-157.4622,44.336
48782,3.1913,-157.4607,44.3347
48783,3.1913,-157.4616,44.3334
48784,3.1913,-157.4619,44.3321
48785,3.1913,-157.4621,44.3308
48786,3.1913,-157.4651,44.3295
48787,3.1913,-157.4627,44.3282
48788,3.1913,-157.4641,44.3268
48789,3.1913,-157.4611,44.3255
48790,3.1913,-157.4651,44.3242
48791,3.1912,-157.4613,44.3229
48792,3.1912,-157.4601,44.3216
48793,3.1912,-157.4631,44.3203
48794,3.1912,-157.4636,44.319
48795,3.1912,-157.4642,44.3177
48796,3.1912,-157.463,44.3164
48797,3.1912,-157.4771,44.3151
48798,3.1912,-157.4733,44.3138
48799,3.1912,-157.4787,44.3125
48800,3.1912,-157.4805,44.3111
48801,3.1912,-157.4752,44.3098
48802,3.1911,-157.4768,44.3085
48803,3.1912,-157.4767,44.3072
48804,3.1911,-157.4724,44.3059
48805,3.1911,-157.4751,44.3046
48806,3.1911,-157.4763,44.3033
48807,3.1911,-157.4764,44.302
48808,3.1911,-157.477,44.3007
48809,3.191,-157.476,44.2994
48810,3.1911,-157.4737,44.2981
48811,3.191,-157.4743,44.2967
48812,3.191,-157.4771,44.2954
48813,3.191,-157.4773,44.2941
48814,3.191,-157.4791,44.2928
48815,3.191,-157.4765,44.2915
48816,3.191,-157.4769,44.2902
48817,3.191,-157.4689,44.2889
48818,3.191,-157.4783,44.2876
48819,3.191,-157.4735,44.2863
48820,3.191,-157.4761,44.285
48821,3.191,-157.4765,44.2837
48822,3.191,-157.4738,44.2824
48823,3.191,-157.4738,44.281
48824,3.191,-157.4765,44.2797
48825,3.1909,-157.4895,44.2784
48826,3.191,-157.4913,44.2771
48827,3.1909,-157.491,44.2758
48828,3.1909,-157.4911,44.2745
48829,3.1909,-157.4914,44.2732
48830,3.1909,-157.4919,44.2719
48831,3.1909,-157.4912,44.2706
48832,3.1909,-157.4903,44.2693
48833,3.1909,-157.49,44.268
48834,3.1909,-157.4893,44.2666
48835,3.1909,-157.494,44.2653
48836,3.1908,-157.4949,44.264
48837,3.1908,-157.4901,44.2627
48838,3.1908,-157.49,44.2614
48839,3.1908,-157.4915,44.2601
48840,3.1908,-157.4906,44.2588
48841,3.1908,-157.4923,44.2575
48842,3.1908,-157.4901,44.2562
48843,3.1908,-157.494,44.2549
